code,type
392,95
392,110
392,148
392,169
393,10
393,183
394,148
394,160
395,10
395,29
395,36
395,50
395,51
395,63
395,64
395,65
395,84
395,97
395,99
395,143
395,149
395,166
395,185
396,10
396,50
396,101
396,120
396,124
396,153
396,160
396,188
397,42
397,50
397,51
397,64
397,137
397,139
397,143
397,154
397,158
397,167
397,181
397,184
398,83
398,114
399,10
399,110
400,3
400,37
400,183
400,188
401,14
401,21
401,22
401,64
401,146
402,38
402,42
403,11
403,116
403,148
404,4
404,10
404,120
404,124
404,127
404,150
405,110
405,148
405,153
406,4
406,64
406,85
406,110
406,164
407,9
407,10
407,11
407,12
407,44
407,50
407,63
407,65
407,73
407,78
407,97
407,115
407,122
407,167
407,169
407,184
408,10
408,64
408,65
408,109
408,148
408,169
409,10
409,14
409,50
409,85
410,64
410,110
411,29
411,50
411,63
411,64
411,65
411,84
411,97
411,109
411,184
412,63
412,90
412,130
412,156
412,166
412,168
412,184
413,4
413,11
413,42
413,50
413,51
413,57
413,65
413,88
413,99
413,105
413,143
413,154
413,169
413,179
413,184
413,188
414,41
414,64
414,148
415,9
415,64
415,110
415,130
415,150
415,182
415,184
416,70
416,144
416,174
417,67
417,95
417,122
417,164
417,184
418,148
418,150
419,38
419,42
419,110
419,143
419,174
420,55
420,56
420,109
420,110
420,148
420,150
420,154
420,169
420,179
420,183
420,185
421,14
421,64
421,95
421,110
421,128
421,148
422,29
422,122
422,141
422,184
423,64
423,110
423,130
423,144
423,164
423,178
423,184
424,4
425,31
425,120
425,149
425,154
425,168
425,169
426,10
426,11
426,64
426,142
427,11
427,50
427,149
427,166
428,57
428,64
428,110
428,148
428,164
428,169
429,124
429,141
429,166
430,124
430,148
430,170
431,50
431,114
431,133
431,154
432,57
432,63
432,64
432,169
433,64
433,148
434,64
434,116
434,148
434,188
435,10
435,64
436,50
436,64
436,150
437,8
437,10
437,11
437,77
437,113
437,142
437,160
438,37
438,184
439,61
439,64
439,175
440,63
440,90
441,23
441,188
442,10
442,11
442,50
442,166
443,10
443,11
443,29
443,36
443,50
443,51
443,166
443,180
443,184
444,46
444,81
444,128
445,64
445,184
446,63
446,90
447,50
447,57
447,128
447,133
447,182
447,185
448,64
448,67
448,122
448,164
448,166
448,184
449,29
449,50
449,63
449,64
449,97
449,156
449,184
450,10
450,148
450,169
451,164
451,174
451,184
452,4
452,113
452,164
452,177
452,178
452,184
452,185
452,188
453,57
453,147
453,154
453,185
454,50
454,128
454,141
455,65
455,97
455,108
455,110
455,120
455,166
455,184
456,11
456,30
456,64
456,95
456,145
456,150
456,184
457,3
457,56
457,182
457,185
457,188
458,38
458,42
458,64
458,98
458,128
458,184
459,56
459,60
459,64
459,148
459,162
459,183
460,10
460,14
460,31
460,64
460,106
460,110
460,166
460,184
460,188
461,3
461,64
461,148
462,67
462,140
462,173
462,184
462,187
463,64
463,110
463,148
463,177
463,179
464,3
464,10
464,120
464,148
464,171
465,10
465,64
466,14
466,19
466,40
466,73
466,85
467,2
467,10
467,50
468,27
468,39
468,63
468,108
468,150
468,169
469,10
469,50
469,110
469,189
470,14
470,91
470,108
470,113
470,160
470,169
470,186
471,10
471,11
471,148
471,188
472,64
472,80
472,148
472,174
473,64
473,122
473,150
473,174
474,110
474,148
474,154
475,10
475,64
475,97
475,148
476,3
476,108
476,120
477,3
477,11
477,42
477,50
477,64
477,128
477,147
477,161
477,173
477,184
477,187
478,14
478,19
478,40
478,56
478,65
478,97
478,104
478,108
478,113
478,148
478,169
478,176
478,185
478,188
478,188
479,3
479,42
479,64
479,124
479,148
479,172
479,184
480,50
480,133
480,164
480,166
480,184
481,4
481,10
481,11
481,14
481,45
481,150
481,183
482,3
482,50
482,64
482,65
482,97
482,166
483,64
483,128
483,144
483,148
484,10
484,97
484,110
484,116
484,148
485,11
485,64
485,67
485,166
485,187
486,14
486,50
486,141
486,148
486,172
487,42
488,24
489,10
489,11
489,29
489,50
489,64
489,99
489,145
490,64
491,64
491,128
491,154
492,10
492,97
492,188
493,56
493,110
493,116
493,148
493,169
493,177
494,34
494,69
494,107
494,148
494,150
494,154
494,169
495,4
495,24
495,64
495,164
495,179
496,56
496,97
496,110
496,116
496,148
496,169
496,177
497,16
497,110
497,148
498,65
498,97
498,110
498,148
498,169
499,63
499,116
500,10
500,39
500,63
500,64
500,65
500,84
500,122
500,154
500,166
500,169
500,184
501,42
501,49
501,50
501,64
501,184
502,10
502,11
502,50
502,120
502,166
502,172
503,50
503,184
504,64
504,122
504,124
504,150
504,154
505,50
505,110
506,97
506,134
506,169
507,64
507,148
508,64
508,110
508,144
508,148
509,49
509,64
509,110
509,164
510,3
511,110
511,116
511,128
511,157
513,169
513,188
514,110
514,169
514,182
515,10
515,88
515,169
516,29
516,36
516,50
516,63
516,64
516,65
516,97
516,149
517,120
517,128
517,141
518,66
518,89
518,97
519,64
519,150
520,50
520,95
520,128
520,172
521,188
522,85
522,110
522,148
522,188
523,64
523,110
523,154
523,164
524,10
524,56
524,64
524,73
524,110
524,148
525,14
525,142
525,169
525,186
526,64
526,116
526,148
526,169
526,188
527,3
527,29
527,46
527,64
527,135
527,164
527,184
528,3
528,12
528,50
528,60
528,63
528,65
528,74
528,97
528,122
528,169
528,172
528,183
528,184
528,187
529,42
529,64
529,154
529,184
530,125
530,174
531,63
531,108
531,156
532,42
532,50
532,54
532,110
532,116
532,134
532,154
533,10
533,14
533,97
533,110
533,188
534,37
534,64
534,110
534,134
534,148
534,149
534,172
535,63
535,90
535,148
536,64
536,67
536,78
536,122
536,164
536,166
536,184
537,11
537,50
537,64
537,166
537,184
538,97
538,108
538,169
539,10
539,50
540,10
540,11
540,77
540,113
540,142
540,160
541,10
541,14
541,20
541,116
541,169
542,110
542,128
542,148
543,64
543,116
543,148
544,41
544,130
544,169
544,170
545,97
545,148
545,169
546,8
546,29
546,63
546,65
546,149
546,183
547,29
547,36
547,50
547,63
547,97
547,184
548,3
548,64
548,183
548,188
549,3
549,41
549,50
549,56
549,63
549,65
549,97
549,108
549,116
549,148
549,169
550,10
550,148
550,169
550,188
551,148
551,169
552,64
552,124
552,150
552,154
552,166
552,184
553,24
553,50
553,110
553,141
553,160
554,64
555,10
555,50
555,148
555,188
555,189
556,169
556,188
557,4
557,64
557,150
557,169
557,188
558,3
558,50
558,184
559,3
559,64
559,145
559,184
560,14
560,64
560,110
560,148
560,162
560,188
561,49
561,64
561,148
561,169
561,184
562,64
562,97
562,169
563,124
563,169
564,174
565,10
565,64
565,108
565,110
565,164
566,42
566,50
566,63
566,97
566,110
566,139
567,27
567,83
567,108
567,114
567,148
568,64
568,131
569,50
569,110
569,184
570,3
570,42
570,64
570,124
570,148
570,184
571,64
571,110
571,184
572,3
572,46
572,64
572,145
572,150
572,184
573,42
573,130
573,165
573,166
574,42
574,50
574,64
574,148
574,184
575,3
575,11
575,42
575,50
575,97
575,139
575,154
575,184
576,42
576,50
576,98
576,139
576,143
576,184
577,50
577,189
578,24
578,141
579,150
579,161
579,165
579,187
580,139
